Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Age_Category,Age_Married_Category
Female,Yes,49.0,No,Engineer,1.0,Average,5.0,Cat_4,A,Middle-aged,Middle-aged_Yes
Male,Yes,26.0,No,Entertainment,0.0,High,2.0,Cat_6,D,Young,Young_Yes
Male,No,28.0,Yes,Artist,10.0,Low,2.0,Cat_6,A,Young,Young_No
Male,No,84.0,No,Artist,0.0,Low,1.0,Cat_6,D,Senior,Senior_No
Male,Yes,81.0,No,Lawyer,1.0,Low,2.0,Cat_6,D,Senior,Senior_Yes
Female,No,35.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,Middle-aged,Middle-aged_No
Male,Yes,55.0,Yes,Doctor,0.0,Average,2.0,Cat_6,C,Senior,Senior_Yes
Male,Yes,50.0,No,Executive,0.0,High,5.0,Cat_6,B,Senior,Senior_Yes
Male,Yes,78.0,Yes,Lawyer,0.0,Low,5.0,Cat_6,A,Senior,Senior_Yes
Male,Yes,36.0,No,Entertainment,0.0,Average,4.0,Cat_4,A,Middle-aged,Middle-aged_Yes
Male,No,47.0,Yes,Marketing,1.0,Low,1.0,Cat_6,A,Middle-aged,Middle-aged_No
Male,Yes,48.0,No,Entertainment,6.0,Average,5.0,Cat_4,B,Middle-aged,Middle-aged_Yes
Female,Yes,69.0,Yes,Marketing,1.0,Low,2.0,Cat_6,C,Senior,Senior_Yes
Male,Yes,38.0,No,Marketing,0.0,High,4.0,Cat_7,B,Middle-aged,Middle-aged_Yes
Male,Yes,36.0,Yes,Artist,1.0,Average,4.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Female,Yes,52.0,No,Engineer,9.0,Average,4.0,Cat_4,B,Senior,Senior_Yes
Male,No,46.0,Yes,Artist,0.0,Low,1.0,Cat_6,B,Middle-aged,Middle-aged_No
Male,No,18.0,No,Marketing,1.0,Low,6.0,Cat_3,D,Young,Young_No
Female,No,22.0,No,Healthcare,0.0,Low,4.0,Cat_6,D,Young,Young_No
Male,No,18.0,No,Doctor,1.0,Low,6.0,Cat_6,B,Young,Young_No
Male,Yes,30.0,No,Homemaker,1.0,Average,3.0,Cat_6,D,Middle-aged,Middle-aged_Yes
Male,No,32.0,Yes,Engineer,1.0,Low,3.0,Cat_6,D,Middle-aged,Middle-aged_No
Male,Yes,43.0,No,Artist,7.0,High,4.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Female,Yes,49.0,Yes,Artist,1.0,Average,3.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Female,No,40.0,Yes,Homemaker,9.0,Low,2.0,Cat_6,A,Middle-aged,Middle-aged_No
Male,Yes,55.0,Yes,Artist,0.0,Average,3.0,Cat_6,C,Senior,Senior_Yes
Female,No,33.0,No,Healthcare,1.0,Low,7.0,Cat_4,B,Middle-aged,Middle-aged_No
Male,No,31.0,Yes,Healthcare,1.0,Low,5.0,Cat_6,D,Middle-aged,Middle-aged_No
Female,No,35.0,Yes,Healthcare,3.0,Low,6.0,Cat_2,D,Middle-aged,Middle-aged_No
Male,No,40.0,Yes,Healthcare,8.0,Low,3.0,Cat_2,D,Middle-aged,Middle-aged_No
Male,Yes,69.0,No,Artist,0.0,Average,3.0,Cat_6,B,Senior,Senior_Yes
Female,Yes,46.0,Yes,Artist,1.0,Low,4.0,Cat_4,B,Middle-aged,Middle-aged_Yes
Female,Yes,63.0,Yes,Marketing,0.0,Low,2.0,Cat_6,D,Senior,Senior_Yes
Female,No,50.0,No,Artist,0.0,Low,3.0,Cat_2,A,Senior,Senior_No
Male,Yes,61.0,Yes,Artist,1.0,Average,2.0,Cat_6,B,Senior,Senior_Yes
Female,No,50.0,No,Engineer,1.0,Low,1.0,Cat_3,A,Senior,Senior_No
Female,No,25.0,Yes,Marketing,2.0,Low,3.0,Cat_4,A,Young,Young_No
Male,Yes,53.0,Yes,Artist,0.0,High,3.0,Cat_6,C,Senior,Senior_Yes
Female,Yes,35.0,Yes,Engineer,0.0,Average,2.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Male,No,19.0,No,Healthcare,7.0,Low,3.0,Cat_6,D,Young,Young_No
Male,No,26.0,No,Healthcare,3.0,Low,4.0,Cat_3,D,Young,Young_No
Female,Yes,38.0,No,Engineer,0.0,Average,4.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Female,No,26.0,No,Artist,1.0,Low,1.0,Cat_6,D,Young,Young_No
Male,Yes,39.0,Yes,Healthcare,0.0,High,3.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Male,Yes,39.0,Yes,Entertainment,1.0,Low,4.0,Cat_4,A,Middle-aged,Middle-aged_Yes
Female,Yes,72.0,Yes,Homemaker,1.0,Low,3.0,Cat_6,B,Senior,Senior_Yes
Female,No,45.0,Yes,Artist,2.0,Low,1.0,Cat_6,A,Middle-aged,Middle-aged_No
Male,Yes,47.0,No,Entertainment,0.0,Average,4.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Female,No,30.0,Yes,Entertainment,0.0,Low,5.0,Cat_2,A,Middle-aged,Middle-aged_No
Male,Yes,48.0,No,Executive,5.0,High,2.0,Cat_4,A,Middle-aged,Middle-aged_Yes
Female,Yes,76.0,Yes,Marketing,0.0,Low,2.0,Cat_6,B,Senior,Senior_Yes
Male,Yes,71.0,Yes,Entertainment,0.0,Low,2.0,Cat_6,A,Senior,Senior_Yes
Female,No,41.0,Yes,Artist,0.0,Low,1.0,Cat_6,A,Middle-aged,Middle-aged_No
Female,No,29.0,No,Entertainment,0.0,Low,3.0,Cat_4,A,Young,Young_No
Male,Yes,57.0,Yes,Artist,1.0,Average,5.0,Cat_6,C,Senior,Senior_Yes
Male,Yes,49.0,No,Entertainment,0.0,Low,1.0,Cat_6,A,Middle-aged,Middle-aged_Yes
Male,Yes,21.0,No,Healthcare,1.0,High,7.0,Cat_4,B,Young,Young_Yes
Male,No,18.0,No,Healthcare,0.0,Low,3.0,Cat_6,D,Young,Young_No
Male,No,22.0,No,Healthcare,1.0,Low,3.0,Cat_7,D,Young,Young_No
Female,No,33.0,No,Homemaker,8.0,Low,1.0,Cat_6,D,Middle-aged,Middle-aged_No
Male,Yes,53.0,Yes,Entertainment,1.0,Low,3.0,Cat_6,A,Senior,Senior_Yes
Male,Yes,55.0,Yes,Artist,1.0,Average,2.0,Cat_4,B,Senior,Senior_Yes
Male,Yes,73.0,Yes,Lawyer,0.0,High,4.0,Cat_6,A,Senior,Senior_Yes
Male,Yes,87.5,Yes,Executive,1.0,High,2.0,Cat_6,C,Senior,Senior_Yes
Male,Yes,59.0,Yes,Artist,0.0,Low,2.0,Cat_6,A,Senior,Senior_Yes
Male,No,38.0,Yes,Entertainment,0.0,Low,2.0,Cat_6,D,Middle-aged,Middle-aged_No
Female,No,42.0,Yes,Artist,0.0,Low,2.0,Cat_6,C,Middle-aged,Middle-aged_No
Female,Yes,83.0,Yes,Lawyer,1.0,High,2.0,Cat_6,A,Senior,Senior_Yes
Female,No,22.0,No,Healthcare,1.0,Low,4.0,Cat_3,D,Young,Young_No
Male,Yes,46.0,No,Artist,0.0,Average,4.0,Cat_3,B,Middle-aged,Middle-aged_Yes
Male,Yes,37.0,Yes,Entertainment,8.0,Average,2.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Female,Yes,42.0,No,Engineer,1.0,Low,3.0,Cat_6,A,Middle-aged,Middle-aged_Yes
Male,Yes,71.0,Yes,Artist,0.0,Average,2.0,Cat_6,C,Senior,Senior_Yes
Female,No,18.0,No,Healthcare,7.0,Low,3.0,Cat_6,D,Young,Young_No
Female,No,41.0,Yes,Artist,4.0,Low,1.0,Cat_6,D,Middle-aged,Middle-aged_No
Male,Yes,27.0,Yes,Healthcare,0.0,Low,5.0,Cat_4,D,Young,Young_Yes
Female,No,53.0,No,Entertainment,1.0,Low,1.0,Cat_4,A,Senior,Senior_No
Female,No,28.0,No,Healthcare,0.0,Low,3.0,Cat_4,B,Young,Young_No
Male,Yes,35.0,Yes,Artist,3.0,Average,2.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Male,No,18.0,No,Doctor,0.0,Low,2.0,Cat_5,D,Young,Young_No
Male,No,19.0,No,Healthcare,2.0,Low,4.0,Cat_6,D,Young,Young_No
Female,No,32.0,No,Healthcare,0.0,Low,4.0,Cat_3,B,Middle-aged,Middle-aged_No
Male,No,30.0,No,Healthcare,1.0,Low,4.0,Cat_2,C,Middle-aged,Middle-aged_No
Male,No,36.0,Yes,Doctor,0.0,Low,1.0,Cat_6,B,Middle-aged,Middle-aged_No
Male,Yes,82.0,Yes,Lawyer,5.0,High,2.0,Cat_6,A,Senior,Senior_Yes
Female,Yes,37.0,Yes,Engineer,1.0,Low,1.0,Cat_3,C,Middle-aged,Middle-aged_Yes
Male,No,45.0,Yes,Artist,1.0,Low,1.0,Cat_6,A,Middle-aged,Middle-aged_No
Male,No,31.0,Yes,Artist,6.0,Low,1.0,Cat_4,D,Middle-aged,Middle-aged_No
Male,Yes,27.0,Yes,Entertainment,9.0,Low,4.0,Cat_6,C,Young,Young_Yes
Female,No,18.0,No,Healthcare,1.0,Low,5.0,Cat_6,D,Young,Young_No
Male,Yes,22.0,No,Doctor,1.0,Low,4.0,Cat_6,A,Young,Young_Yes
Female,No,22.0,No,Healthcare,2.0,Low,6.0,Cat_6,D,Young,Young_No
Female,No,42.0,No,Homemaker,8.0,Low,1.0,Cat_3,D,Middle-aged,Middle-aged_No
Male,Yes,69.0,No,Doctor,1.0,Low,1.0,Cat_6,A,Senior,Senior_Yes
Female,Yes,43.0,Yes,Homemaker,8.0,High,2.0,Cat_6,A,Middle-aged,Middle-aged_Yes
Female,Yes,87.5,No,Lawyer,3.0,High,2.0,Cat_6,A,Senior,Senior_Yes
Female,No,26.0,No,Healthcare,1.0,Low,4.0,Cat_3,C,Young,Young_No
Male,No,43.0,Yes,Artist,1.0,Low,3.0,Cat_6,B,Middle-aged,Middle-aged_No
Male,Yes,30.0,Yes,Entertainment,1.0,Average,2.0,Cat_3,C,Middle-aged,Middle-aged_Yes
Female,Yes,60.0,Yes,Executive,0.0,Low,2.0,Cat_6,B,Senior,Senior_Yes
Female,Yes,38.0,Yes,Doctor,7.0,High,4.0,Cat_3,C,Middle-aged,Middle-aged_Yes
Female,Yes,29.0,Yes,Homemaker,0.0,High,4.0,Cat_2,B,Young,Young_Yes
Male,Yes,45.0,Yes,Entertainment,0.0,Average,2.0,Cat_4,A,Middle-aged,Middle-aged_Yes
Male,No,20.0,No,Healthcare,3.0,Low,4.0,Cat_4,D,Young,Young_No
Female,Yes,51.0,Yes,Marketing,9.0,Low,1.0,Cat_6,A,Senior,Senior_Yes
Male,Yes,36.0,Yes,Entertainment,1.0,Average,4.0,Cat_3,C,Middle-aged,Middle-aged_Yes
Female,No,41.0,No,Marketing,9.0,Low,3.0,Cat_3,B,Middle-aged,Middle-aged_No
Male,Yes,46.0,No,Entertainment,1.0,Low,5.0,Cat_6,D,Middle-aged,Middle-aged_Yes
Female,No,30.0,Yes,Artist,9.0,Low,1.0,Cat_6,A,Middle-aged,Middle-aged_No
Female,No,23.0,No,Homemaker,0.0,Low,5.0,Cat_5,B,Young,Young_No
Male,Yes,39.0,Yes,Healthcare,4.0,Low,2.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Male,Yes,63.0,Yes,Artist,0.0,Average,4.0,Cat_6,B,Senior,Senior_Yes
Male,Yes,60.0,Yes,Artist,1.0,Average,3.0,Cat_6,C,Senior,Senior_Yes
Male,No,20.0,No,Healthcare,1.0,Low,3.0,Cat_6,D,Young,Young_No
Female,Yes,87.5,No,Lawyer,1.0,High,2.0,Cat_6,A,Senior,Senior_Yes
Female,Yes,31.0,Yes,Doctor,9.0,High,2.0,Cat_4,A,Middle-aged,Middle-aged_Yes
Male,No,43.0,Yes,Executive,1.0,Low,4.0,Cat_6,A,Middle-aged,Middle-aged_No
Female,Yes,70.0,No,Lawyer,3.0,High,2.0,Cat_6,A,Senior,Senior_Yes
Male,No,35.0,Yes,Artist,9.0,Low,1.0,Cat_6,A,Middle-aged,Middle-aged_No
Male,Yes,42.0,Yes,Artist,0.0,High,2.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Male,Yes,39.0,Yes,Doctor,6.0,Average,2.0,Cat_3,C,Middle-aged,Middle-aged_Yes
Female,Yes,29.0,Yes,Healthcare,0.0,Low,2.0,Cat_6,A,Young,Young_Yes
Female,No,38.0,No,Homemaker,8.0,Low,3.0,Cat_6,A,Middle-aged,Middle-aged_No
Female,Yes,74.0,No,Lawyer,1.0,Low,1.0,Cat_6,A,Senior,Senior_Yes
Male,Yes,41.0,Yes,Artist,1.0,Low,2.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Male,Yes,51.0,Yes,Entertainment,0.0,Average,4.0,Cat_7,C,Senior,Senior_Yes
Male,Yes,50.0,Yes,Executive,1.0,High,3.0,Cat_6,C,Senior,Senior_Yes
Male,No,23.0,No,Marketing,0.0,Low,3.0,Cat_6,D,Young,Young_No
Male,No,36.0,Yes,Artist,9.0,Low,3.0,Cat_6,A,Middle-aged,Middle-aged_No
Male,No,36.0,Yes,Artist,8.0,Low,1.0,Cat_6,B,Middle-aged,Middle-aged_No
Female,Yes,50.0,Yes,Doctor,1.0,Low,2.0,Cat_6,D,Senior,Senior_Yes
Male,No,23.0,No,Healthcare,1.0,Low,4.0,Cat_3,D,Young,Young_No
Female,No,37.0,No,Healthcare,1.0,Low,1.0,Cat_6,D,Middle-aged,Middle-aged_No
Male,Yes,65.0,Yes,Executive,0.0,High,4.0,Cat_6,C,Senior,Senior_Yes
Female,No,26.0,Yes,Healthcare,0.0,Low,1.0,Cat_6,D,Young,Young_No
Male,Yes,55.0,Yes,Entertainment,1.0,Low,3.0,Cat_6,A,Senior,Senior_Yes
Male,Yes,65.0,Yes,Executive,0.0,High,2.0,Cat_6,C,Senior,Senior_Yes
Female,Yes,72.0,Yes,Lawyer,1.0,High,2.0,Cat_6,A,Senior,Senior_Yes
Male,Yes,51.0,Yes,Artist,7.0,Average,2.0,Cat_6,C,Senior,Senior_Yes
Male,No,25.0,Yes,Artist,1.0,Low,5.0,Cat_6,D,Young,Young_No
Male,Yes,38.0,No,Executive,0.0,High,3.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Male,Yes,55.0,No,Artist,1.0,Average,2.0,Cat_6,A,Senior,Senior_Yes
Male,Yes,46.0,No,Artist,0.0,Average,3.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Female,No,39.0,Yes,Artist,0.0,Low,3.0,Cat_6,B,Middle-aged,Middle-aged_No
Female,Yes,62.0,Yes,Artist,0.0,High,2.0,Cat_6,B,Senior,Senior_Yes
Female,Yes,37.0,Yes,Artist,4.0,Average,2.0,Cat_2,C,Middle-aged,Middle-aged_Yes
Female,No,28.0,No,Engineer,3.0,Low,7.0,Cat_4,A,Young,Young_No
Female,No,32.0,Yes,Marketing,1.0,Low,6.0,Cat_6,B,Middle-aged,Middle-aged_No
Male,No,31.0,Yes,Doctor,10.0,Low,2.0,Cat_7,A,Middle-aged,Middle-aged_No
Female,No,31.0,No,Healthcare,1.0,Low,3.0,Cat_6,D,Middle-aged,Middle-aged_No
Male,No,43.0,Yes,Artist,8.0,Low,3.0,Cat_6,A,Middle-aged,Middle-aged_No
Male,Yes,67.0,Yes,Artist,1.0,Average,2.0,Cat_6,B,Senior,Senior_Yes
Female,No,72.0,Yes,Lawyer,0.0,Low,1.0,Cat_6,C,Senior,Senior_No
Female,Yes,57.0,No,Engineer,0.0,Low,3.0,Cat_6,B,Senior,Senior_Yes
Male,Yes,58.0,No,Executive,1.0,High,3.0,Cat_6,A,Senior,Senior_Yes
Male,Yes,36.0,Yes,Entertainment,4.0,Average,2.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Female,No,21.0,No,Homemaker,9.0,Low,1.0,Cat_6,D,Young,Young_No
Male,Yes,47.0,No,Entertainment,1.0,Average,5.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Female,No,25.0,Yes,Entertainment,8.0,Low,3.0,Cat_6,D,Young,Young_No
Female,Yes,41.0,No,Engineer,9.0,Average,2.0,Cat_3,B,Middle-aged,Middle-aged_Yes
Male,No,29.0,Yes,Healthcare,0.0,Low,4.0,Cat_6,A,Young,Young_No
Male,No,21.0,No,Healthcare,0.0,Low,3.0,Cat_4,D,Young,Young_No
Male,Yes,66.0,Yes,Lawyer,0.0,Low,1.0,Cat_6,C,Senior,Senior_Yes
Male,Yes,27.0,Yes,Entertainment,10.0,Low,2.0,Cat_6,B,Young,Young_Yes
Female,No,27.0,No,Homemaker,1.0,Low,4.0,Cat_6,C,Young,Young_No
Male,Yes,52.0,Yes,Artist,4.0,Low,1.0,Cat_6,C,Senior,Senior_Yes
Male,Yes,46.0,Yes,Artist,1.0,Average,3.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Female,No,23.0,No,Healthcare,0.0,Low,4.0,Cat_3,D,Young,Young_No
Male,No,27.0,Yes,Entertainment,0.0,Low,5.0,Cat_6,B,Young,Young_No
Female,Yes,52.0,Yes,Doctor,1.0,Low,3.0,Cat_4,B,Senior,Senior_Yes
Male,Yes,65.0,No,Artist,0.0,Average,2.0,Cat_4,A,Senior,Senior_Yes
Male,No,42.0,No,Entertainment,1.0,Low,3.0,Cat_3,D,Middle-aged,Middle-aged_No
Male,Yes,59.0,No,Entertainment,1.0,Low,2.0,Cat_6,A,Senior,Senior_Yes
Female,Yes,45.0,Yes,Lawyer,0.0,Low,1.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Male,Yes,18.0,No,Executive,1.0,Average,3.0,Cat_3,D,Young,Young_Yes
Female,Yes,61.0,No,Engineer,1.0,High,3.0,Cat_4,B,Senior,Senior_Yes
Female,Yes,53.0,Yes,Artist,1.0,Average,4.0,Cat_3,C,Senior,Senior_Yes
Female,Yes,37.0,Yes,Doctor,1.0,Average,2.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Male,Yes,63.0,Yes,Executive,0.0,High,5.0,Cat_6,D,Senior,Senior_Yes
Female,No,33.0,No,Marketing,1.0,Low,5.0,Cat_4,D,Middle-aged,Middle-aged_No
Female,Yes,50.0,Yes,Artist,1.0,Low,3.0,Cat_4,C,Senior,Senior_Yes
Female,Yes,62.0,Yes,Artist,1.0,Low,2.0,Cat_6,C,Senior,Senior_Yes
Male,Yes,49.0,Yes,Artist,1.0,Average,7.0,Cat_4,C,Middle-aged,Middle-aged_Yes
Male,Yes,46.0,Yes,Homemaker,6.0,Average,3.0,Cat_3,C,Middle-aged,Middle-aged_Yes
Male,No,27.0,Yes,Doctor,0.0,Low,3.0,Cat_2,A,Young,Young_No
Male,Yes,53.0,Yes,Executive,1.0,High,4.0,Cat_6,C,Senior,Senior_Yes
Female,Yes,42.0,Yes,Artist,2.0,High,2.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Female,Yes,28.0,Yes,Artist,0.0,Low,1.0,Cat_5,A,Young,Young_Yes
Female,Yes,49.0,Yes,Engineer,1.0,Average,4.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Male,Yes,35.0,Yes,Artist,1.0,Average,2.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Female,Yes,27.0,No,Doctor,0.0,Low,3.0,Cat_3,C,Young,Young_Yes
Male,Yes,58.0,Yes,Lawyer,0.0,High,2.0,Cat_6,B,Senior,Senior_Yes
Male,Yes,41.0,No,Artist,8.0,Average,2.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Male,Yes,32.0,Yes,Entertainment,9.0,Average,2.0,Cat_6,D,Middle-aged,Middle-aged_Yes
Male,No,33.0,No,Entertainment,0.0,Low,2.0,Cat_6,A,Middle-aged,Middle-aged_No
Male,Yes,69.0,No,Entertainment,0.0,Low,5.0,Cat_3,A,Senior,Senior_Yes
Female,No,31.0,No,Doctor,6.0,Low,4.0,Cat_6,D,Middle-aged,Middle-aged_No
Female,Yes,68.0,No,Lawyer,1.0,High,3.0,Cat_6,D,Senior,Senior_Yes
Female,No,39.0,No,Engineer,4.0,Low,3.0,Cat_3,D,Middle-aged,Middle-aged_No
Female,No,21.0,No,Healthcare,1.0,Low,5.0,Cat_4,D,Young,Young_No
Female,Yes,39.0,No,Artist,1.0,Average,3.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Female,Yes,41.0,Yes,Artist,9.0,Low,1.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Male,Yes,49.0,Yes,Artist,1.0,Average,4.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Female,Yes,38.0,Yes,Executive,0.0,Average,2.0,Cat_6,A,Middle-aged,Middle-aged_Yes
Female,Yes,36.0,Yes,Executive,1.0,High,3.0,Cat_3,A,Middle-aged,Middle-aged_Yes
Female,Yes,52.0,Yes,Artist,9.0,Low,4.0,Cat_6,C,Senior,Senior_Yes
Female,No,46.0,Yes,Artist,6.0,Low,2.0,Cat_6,C,Middle-aged,Middle-aged_No
Male,No,28.0,No,Doctor,4.0,Low,3.0,Cat_6,C,Young,Young_No
Female,Yes,55.0,Yes,Artist,0.0,High,5.0,Cat_6,B,Senior,Senior_Yes
Female,No,41.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,Middle-aged,Middle-aged_No
Male,Yes,47.0,No,Executive,0.0,High,2.0,Cat_7,B,Middle-aged,Middle-aged_Yes
Male,Yes,52.0,Yes,Artist,0.0,Low,3.0,Cat_4,A,Senior,Senior_Yes
Female,Yes,45.0,Yes,Artist,4.0,High,4.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Male,No,32.0,No,Healthcare,1.0,Low,3.0,Cat_6,D,Middle-aged,Middle-aged_No
Male,Yes,78.0,Yes,Lawyer,1.0,Low,1.0,Cat_6,B,Senior,Senior_Yes
Male,No,45.0,Yes,Artist,0.0,Low,1.0,Cat_6,C,Middle-aged,Middle-aged_No
Male,Yes,39.0,No,Executive,1.0,Average,7.0,Cat_4,D,Middle-aged,Middle-aged_Yes
Male,Yes,38.0,No,Doctor,0.0,High,4.0,Cat_6,D,Middle-aged,Middle-aged_Yes
Female,Yes,50.0,Yes,Artist,1.0,Average,4.0,Cat_6,C,Senior,Senior_Yes
Female,Yes,53.0,Yes,Engineer,8.0,High,4.0,Cat_6,A,Senior,Senior_Yes
Male,No,43.0,Yes,Artist,1.0,Low,1.0,Cat_3,A,Middle-aged,Middle-aged_No
Male,Yes,59.0,Yes,Artist,1.0,Average,3.0,Cat_6,C,Senior,Senior_Yes
Female,No,38.0,No,Entertainment,8.0,Low,2.0,Cat_6,B,Middle-aged,Middle-aged_No
Male,Yes,42.0,Yes,Artist,2.0,Average,2.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Male,Yes,65.0,Yes,Artist,0.0,Average,2.0,Cat_6,C,Senior,Senior_Yes
Male,Yes,79.0,Yes,Lawyer,0.0,Low,2.0,Cat_6,A,Senior,Senior_Yes
Female,No,41.0,Yes,Artist,1.0,Low,1.0,Cat_4,D,Middle-aged,Middle-aged_No
Male,Yes,42.0,Yes,Entertainment,9.0,Low,2.0,Cat_6,A,Middle-aged,Middle-aged_Yes
Male,Yes,28.0,No,Executive,1.0,Low,7.0,Cat_4,A,Young,Young_Yes
Male,Yes,49.0,Yes,Doctor,1.0,Average,2.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Male,Yes,58.0,Yes,Artist,1.0,Low,2.0,Cat_7,B,Senior,Senior_Yes
Male,Yes,69.0,Yes,Lawyer,0.0,High,3.0,Cat_6,A,Senior,Senior_Yes
Female,No,35.0,Yes,Artist,3.0,Low,1.0,Cat_6,C,Middle-aged,Middle-aged_No
Female,Yes,47.0,No,Engineer,0.0,High,2.0,Cat_4,A,Middle-aged,Middle-aged_Yes
Female,No,25.0,Yes,Marketing,10.0,Low,1.0,Cat_6,D,Young,Young_No
Female,Yes,38.0,Yes,Homemaker,0.0,Low,2.0,Cat_4,A,Middle-aged,Middle-aged_Yes
Female,No,25.0,No,Engineer,8.0,Low,3.0,Cat_6,D,Young,Young_No
Male,Yes,76.0,No,Lawyer,0.0,Low,1.0,Cat_6,A,Senior,Senior_Yes
Female,No,23.0,No,Healthcare,0.0,Low,5.0,Cat_5,D,Young,Young_No
Male,No,38.0,Yes,Marketing,3.0,Low,3.0,Cat_6,D,Middle-aged,Middle-aged_No
Female,Yes,49.0,Yes,Artist,0.0,Average,3.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Female,Yes,56.0,Yes,Artist,1.0,Low,1.0,Cat_6,B,Senior,Senior_Yes
Female,Yes,71.0,Yes,Artist,1.0,High,2.0,Cat_6,C,Senior,Senior_Yes
Female,No,39.0,No,Engineer,0.0,Low,3.0,Cat_3,A,Middle-aged,Middle-aged_No
Female,No,41.0,Yes,Artist,8.0,Low,3.0,Cat_6,A,Middle-aged,Middle-aged_No
Male,Yes,66.0,No,Lawyer,1.0,Low,3.0,Cat_4,D,Senior,Senior_Yes
Female,Yes,27.0,No,Homemaker,10.0,Low,1.0,Cat_6,D,Young,Young_Yes
Female,No,23.0,No,Healthcare,1.0,Low,3.0,Cat_6,D,Young,Young_No
Female,Yes,35.0,Yes,Artist,2.0,Average,2.0,Cat_6,C,Middle-aged,Middle-aged_Yes
Female,Yes,33.0,No,Artist,1.0,Low,2.0,Cat_1,B,Middle-aged,Middle-aged_Yes
Female,No,21.0,No,Executive,8.0,Low,3.0,Cat_7,D,Young,Young_No
Female,Yes,49.0,No,Engineer,0.0,Low,1.0,Cat_6,A,Middle-aged,Middle-aged_Yes
Male,Yes,42.0,No,Engineer,9.0,Low,3.0,Cat_6,D,Middle-aged,Middle-aged_Yes
Male,No,39.0,Yes,Artist,0.0,Low,1.0,Cat_6,A,Middle-aged,Middle-aged_No
Male,Yes,68.0,Yes,Lawyer,8.0,Low,1.0,Cat_5,A,Senior,Senior_Yes
Male,Yes,57.0,Yes,Artist,1.0,Low,1.0,Cat_6,A,Senior,Senior_Yes
Male,No,38.0,Yes,Artist,0.0,Low,1.0,Cat_6,A,Middle-aged,Middle-aged_No
Female,Yes,35.0,No,Engineer,2.0,Average,5.0,Cat_4,D,Middle-aged,Middle-aged_Yes
Female,Yes,41.0,Yes,Marketing,0.0,Low,3.0,Cat_6,D,Middle-aged,Middle-aged_Yes
Male,Yes,40.0,Yes,Artist,0.0,Average,4.0,Cat_4,C,Middle-aged,Middle-aged_Yes
Female,No,32.0,Yes,Healthcare,1.0,Low,3.0,Cat_3,C,Middle-aged,Middle-aged_No
Male,Yes,53.0,Yes,Artist,0.0,Average,4.0,Cat_6,B,Senior,Senior_Yes
Female,Yes,38.0,Yes,Homemaker,8.0,Average,3.0,Cat_6,B,Middle-aged,Middle-aged_Yes
Female,Yes,68.0,No,Marketing,0.0,Low,2.0,Cat_6,D,Senior,Senior_Yes
Male,No,30.0,No,Executive,1.0,Low,2.0,Cat_6,D,Middle-aged,Middle-aged_No
Male,Yes,52.0,No,Entertainment,4.0,Average,5.0,Cat_6,C,Senior,Senior_Yes
Male,Yes,80.0,Yes,Lawyer,1.0,Low,1.0,Cat_6,A,Senior,Senior_Yes
Female,No,31.0,Yes,Healthcare,1.0,Low,7.0,Cat_6,A,Middle-aged,Middle-aged_No
Female,Yes,38.0,No,Executive,1.0,Average,4.0,Cat_4,A,Middle-aged,Middle-aged_Yes
Male,Yes,87.0,No,Executive,0.0,High,2.0,Cat_6,C,Senior,Senior_Yes
Male,No,23.0,No,Healthcare,1.0,Low,4.0,Cat_6,D,Young,Young_No
Male,No,45.0,Yes,Artist,5.0,Low,1.0,Cat_4,C,Middle-aged,Middle-aged_No
Male,Yes,36.0,Yes,Artist,9.0,Average,4.0,Cat_7,A,Middle-aged,Middle-aged_Yes
